ticker,date,mentions,ticker_type,rolling_mean_30,rolling_std_30,is_outlier
AMC,2021-01-01,0.0,meme_stock,0.0,,0
AMC,2021-01-01,0.0,meme_stock,0.0,0.0,0
AMC,2021-01-01,0.0,meme_stock,0.0,0.0,0
AMC,2021-01-01,9.0,meme_stock,2.25,4.5,0
AMC,2021-01-01,0.0,meme_stock,1.8,4.024922359499621,0
AMC,2021-01-01,3.0,meme_stock,2.0,3.63318042491699,0
AMC,2021-01-01,73.0,meme_stock,12.142857142857142,27.039653421278484,0
AMC,2021-01-02,0.0,meme_stock,10.625,25.399311014277533,0
AMC,2021-01-02,0.0,meme_stock,9.444444444444445,24.021402493979778,0
AMC,2021-01-02,1.0,meme_stock,8.6,22.80448299007115,0
AMC,2021-01-02,0.0,meme_stock,7.818181818181818,21.789071489249753,0
AMC,2021-01-02,0.0,meme_stock,7.166666666666667,20.897295750813544,0
AMC,2021-01-02,1.0,meme_stock,6.6923076923076925,20.0806067943867,0
AMC,2021-01-02,10.0,meme_stock,6.928571428571429,19.313065667948877,0
AMC,2021-01-03,0.0,meme_stock,6.466666666666667,18.696319984220988,0
AMC,2021-01-03,2.0,meme_stock,6.1875,18.096845949870197,0
AMC,2021-01-03,0.0,meme_stock,5.823529411764706,17.58634162538377,0
AMC,2021-01-03,0.0,meme_stock,5.5,17.11638362024216,0
AMC,2021-01-03,0.0,meme_stock,5.2105263157894735,16.6819228420348,0
AMC,2021-01-03,2.0,meme_stock,5.05,16.25285400038697,0
AMC,2021-01-03,10.0,meme_stock,5.285714285714286,15.878107120002868,0
AMC,2021-01-04,0.0,meme_stock,5.045454545454546,15.536369842366264,0
AMC,2021-01-04,0.0,meme_stock,4.826086956521739,15.215578661099121,0
AMC,2021-01-04,0.0,meme_stock,4.625,14.91370102492569,0
AMC,2021-01-04,1.0,meme_stock,4.48,14.617683354987093,0
AMC,2021-01-04,0.0,meme_stock,4.3076923076923075,14.349269614218644,0
AMC,2021-01-04,12.0,meme_stock,4.592592592592593,14.148278664692366,0
AMC,2021-01-04,9.0,meme_stock,4.75,13.908763557689221,0
AMC,2021-01-05,0.0,meme_stock,4.586206896551724,13.686586868117347,0
AMC,2021-01-05,0.0,meme_stock,4.433333333333334,13.474582287258183,0
AMC,2021-01-05,0.0,meme_stock,4.433333333333334,13.474582287258183,0
AMC,2021-01-05,0.0,meme_stock,4.433333333333334,13.474582287258183,0
AMC,2021-01-05,0.0,meme_stock,4.433333333333334,13.474582287258183,0
AMC,2021-01-05,14.0,meme_stock,4.6,13.563643087058267,0
AMC,2021-01-05,10.0,meme_stock,4.933333333333334,13.569573808094837,0
AMC,2021-01-06,0.0,meme_stock,4.833333333333333,13.595342339688743,0
AMC,2021-01-06,0.0,meme_stock,2.4,4.3912137981075,0
AMC,2021-01-06,1.0,meme_stock,2.433333333333333,4.3761369622811985,0
AMC,2021-01-06,1.0,meme_stock,2.466666666666667,4.360744426588542,0
AMC,2021-01-06,0.0,meme_stock,2.433333333333333,4.3761369622811985,0
AMC,2021-01-06,5.0,meme_stock,2.6,4.375480269205535,0
AMC,2021-01-06,10.0,meme_stock,2.933333333333333,4.54808283469688,0
AMC,2021-01-07,0.0,meme_stock,2.9,4.566368813174323,0
AMC,2021-01-07,0.0,meme_stock,2.566666666666667,4.391868138631495,0
AMC,2021-01-07,0.0,meme_stock,2.566666666666667,4.391868138631495,0
AMC,2021-01-07,0.0,meme_stock,2.5,4.415880433163927,0
AMC,2021-01-07,0.0,meme_stock,2.5,4.415880433163927,0
AMC,2021-01-07,7.0,meme_stock,2.7333333333333334,4.463903760343544,0
AMC,2021-01-07,13.0,meme_stock,3.1666666666666665,4.807202450729415,0
AMC,2021-01-08,0.0,meme_stock,3.1,4.8377110575004485,0
AMC,2021-01-08,23.0,meme_stock,3.533333333333333,5.934895829393063,1
AMC,2021-01-08,2.0,meme_stock,3.6,5.90499496335445,0
AMC,2021-01-08,0.0,meme_stock,3.6,5.90499496335445,0
AMC,2021-01-08,0.0,meme_stock,3.6,5.90499496335445,0
AMC,2021-01-08,6.0,meme_stock,3.7666666666666666,5.8996395759772335,0
AMC,2021-01-08,6.0,meme_stock,3.966666666666667,5.869167439831791,0
AMC,2021-01-09,0.0,meme_stock,3.566666666666667,5.709540312031494,0
AMC,2021-01-09,1.0,meme_stock,3.3,5.633336733998841,0
AMC,2021-01-09,2.0,meme_stock,3.3666666666666667,5.604698357464116,0
AMC,2021-01-09,0.0,meme_stock,3.3666666666666667,5.604698357464116,0
AMC,2021-01-09,0.0,meme_stock,3.3666666666666667,5.604698357464116,0
AMC,2021-01-09,1.0,meme_stock,3.4,5.586930561896069,0
AMC,2021-01-09,2.0,meme_stock,3.466666666666667,5.556812118430879,0
AMC,2021-01-10,0.0,meme_stock,3.0,5.219327476825426,0
AMC,2021-01-10,0.0,meme_stock,2.6666666666666665,5.0741626340492525,0
AMC,2021-01-10,0.0,meme_stock,2.6666666666666665,5.0741626340492525,0
AMC,2021-01-10,4.0,meme_stock,2.8,5.054189112627953,0
AMC,2021-01-10,0.0,meme_stock,2.7666666666666666,5.069743469898133,0
AMC,2021-01-10,1.0,meme_stock,2.7666666666666666,5.069743469898133,0
AMC,2021-01-10,4.0,meme_stock,2.9,5.0470202885567526,0
AMC,2021-01-11,0.0,meme_stock,2.7333333333333334,5.057826528796963,0
AMC,2021-01-11,0.0,meme_stock,2.4,4.889115285597397,0
AMC,2021-01-11,0.0,meme_stock,2.4,4.889115285597397,0
AMC,2021-01-11,13.0,meme_stock,2.8333333333333335,5.233073424983106,0
AMC,2021-01-11,0.0,meme_stock,2.8333333333333335,5.233073424983106,0
AMC,2021-01-11,3.0,meme_stock,2.933333333333333,5.205655633511757,0
AMC,2021-01-11,7.0,meme_stock,3.1666666666666665,5.226479881719916,0
AMC,2021-01-12,0.0,meme_stock,2.933333333333333,5.205655633511757,0
AMC,2021-01-12,0.0,meme_stock,2.5,4.868972843601018,0
AMC,2021-01-12,0.0,meme_stock,2.5,4.868972843601018,0
AMC,2021-01-12,3.0,meme_stock,1.8333333333333333,2.9604674995838067,0
AMC,2021-01-12,0.0,meme_stock,1.7666666666666666,2.979045592749162,0
AMC,2021-01-12,3.0,meme_stock,1.8666666666666667,2.968028874909894,0
AMC,2021-01-12,11.0,meme_stock,2.2333333333333334,3.380301285626658,0
AMC,2021-01-13,0.0,meme_stock,2.033333333333333,3.326832741806246,0
AMC,2021-01-13,0.0,meme_stock,1.8333333333333333,3.259821587389291,0
AMC,2021-01-13,0.0,meme_stock,1.8333333333333333,3.259821587389291,0
AMC,2021-01-13,0.0,meme_stock,1.8,3.273719807697413,0
AMC,2021-01-13,0.0,meme_stock,1.7333333333333334,3.2898310755640887,0
AMC,2021-01-13,7.0,meme_stock,1.9666666666666666,3.408744670679384,0
AMC,2021-01-13,10.0,meme_stock,2.3,3.687350230739952,0
AMC,2021-01-14,0.0,meme_stock,2.2666666666666666,3.7039897718386188,0
AMC,2021-01-14,1.0,meme_stock,2.2333333333333334,3.710965422611229,0
AMC,2021-01-14,0.0,meme_stock,2.2333333333333334,3.710965422611229,0
AMC,2021-01-14,2.0,meme_stock,2.3,3.687350230739952,0
AMC,2021-01-14,0.0,meme_stock,2.3,3.687350230739952,0
AMC,2021-01-14,6.0,meme_stock,2.3666666666666667,3.7368928023281587,0
AMC,2021-01-14,26.0,meme_stock,3.2333333333333334,5.679262539142366,1
AMC,2021-01-15,0.0,meme_stock,3.2,5.695733430414811,0
AMC,2021-01-15,1.0,meme_stock,3.1,5.70752679091089,0
AMC,2021-01-15,4.0,meme_stock,3.2333333333333334,5.679262539142366,0
AMC,2021-01-15,2.0,meme_stock,3.3,5.651670488479037,0
AMC,2021-01-15,3.0,meme_stock,3.4,5.617705998862456,0
AMC,2021-01-15,13.0,meme_stock,3.4,5.617705998862456,0
AMC,2021-01-15,256.0,meme_stock,11.933333333333334,46.43344018933006,1
AMC,2021-01-16,0.0,meme_stock,11.833333333333334,46.45656728255071,0
AMC,2021-01-16,20.0,meme_stock,12.266666666666667,46.470556739490014,0
AMC,2021-01-16,2.0,meme_stock,12.333333333333334,46.45378373166717,0
AMC,2021-01-16,1.0,meme_stock,12.366666666666667,46.44498661437201,0
AMC,2021-01-16,1.0,meme_stock,12.4,46.43616307770605,0
AMC,2021-01-16,43.0,meme_stock,13.733333333333333,46.73028504331945,0
AMC,2021-01-16,20.0,meme_stock,14.4,46.67022974903366,0
AMC,2021-01-17,0.0,meme_stock,14.3,46.698704109613594,0
AMC,2021-01-17,2.0,meme_stock,14.0,46.74951594807491,0
AMC,2021-01-17,5.0,meme_stock,14.166666666666666,46.706776687176216,0
AMC,2021-01-17,22.0,meme_stock,14.9,46.64935228881016,0
AMC,2021-01-17,1.0,meme_stock,14.933333333333334,46.638694408098026,0
AMC,2021-01-17,28.0,meme_stock,15.866666666666667,46.60970250726872,0
AMC,2021-01-17,29.0,meme_stock,16.833333333333332,46.56999428619347,0
AMC,2021-01-18,0.0,meme_stock,16.6,46.638447954302755,0
AMC,2021-01-18,1.0,meme_stock,16.3,46.71125538144255,0
AMC,2021-01-18,11.0,meme_stock,16.666666666666668,46.62198189054492,0
AMC,2021-01-18,12.0,meme_stock,17.033333333333335,46.53769946252574,0
AMC,2021-01-18,1.0,meme_stock,17.066666666666666,46.52543489269094,0
AMC,2021-01-18,122.0,meme_stock,21.066666666666666,50.19886887950375,0
AMC,2021-01-18,321.0,meme_stock,31.766666666666666,74.08275118398686,1
AMC,2021-01-19,0.0,meme_stock,31.566666666666666,74.16276755862084,0
AMC,2021-01-19,3.0,meme_stock,30.8,74.34096656854032,0
AMC,2021-01-19,9.0,meme_stock,31.1,74.23046590831503,0
AMC,2021-01-19,50.0,meme_stock,32.733333333333334,74.08426392237114,0
AMC,2021-01-19,0.0,meme_stock,32.6,74.14133753200359,0
AMC,2021-01-19,75.0,meme_stock,35.03333333333333,74.30017558494748,0
