Date,Open,High,Low,Close,Volume,returns,is_outlier
2020-01-02 00:00:00-05:00,72.55487636443185,75.13902112933003,71.85914770641553,74.1451187133789,454590,,False
2020-01-03 00:00:00-05:00,74.04573066568555,75.53658430324968,72.65426575405094,72.75365447998047,221800,-0.01876676789442322,False
2020-01-06 00:00:00-05:00,72.05793014517495,72.55488138755547,70.66646514993467,70.76585388183594,290340,-0.027322347067685993,False
2020-01-07 00:00:00-05:00,70.66646458869113,71.56097833444653,69.5731733807119,70.86524963378906,320530,0.0014045722124556015,False
2020-01-08 00:00:00-05:00,70.66646459611941,71.06402710348294,65.69695221126045,65.79634094238281,655700,-0.0715288341973096,False
2020-01-09 00:00:00-05:00,66.19389761314285,66.39268264073394,63.112801722778734,64.20609283447266,679430,-0.024169248397912013,False
2020-01-10 00:00:00-05:00,64.0073223867551,66.29329358239411,63.70914860421014,64.30548858642578,520360,0.001548073517094073,False
2020-01-13 00:00:00-05:00,64.6036570154436,65.99512191388942,63.80853204979637,65.19999694824219,283680,0.013910295706939468,False
2020-01-14 00:00:00-05:00,65.10061367062757,69.17561239908436,64.10671117183936,68.08232116699219,271310,0.044207428737122134,False
2020-01-15 00:00:00-05:00,68.08232079319093,72.95244452708893,67.5853695465253,70.66646575927734,466030,0.03795617640513127,False
2020-01-16 00:00:00-05:00,71.46158533093461,73.94634137454935,71.46158533093461,72.8530502319336,335040,0.03094232107354533,False
2020-01-17 00:00:00-05:00,73.15121940657771,73.3500044479411,70.86524830245358,72.3561019897461,201690,-0.006821241397654942,False
2020-01-21 00:00:00-05:00,72.15731527436176,72.75365521886913,71.06402411228598,71.36219787597656,183140,-0.013736286041367785,False
2020-01-22 00:00:00-05:00,71.66036116099481,71.75974988391744,68.87743900479389,69.27499389648438,271690,-0.029248033855678424,False
2020-01-23 00:00:00-05:00,68.87744148861897,69.57317015703987,66.39268541158184,67.58536529541016,202930,-0.024390166004185865,False
2020-01-24 00:00:00-05:00,67.1878063942921,67.58536890442237,65.59756393664523,66.98902893066406,228280,-0.008823454044223245,False
2020-01-27 00:00:00-05:00,64.70304616870169,65.00121992851143,62.11890138755418,63.21219253540039,316360,-0.05637992452723606,False
2020-01-28 00:00:00-05:00,63.11280492155488,67.58536590024775,62.516464974303936,67.48597717285156,209470,0.067610131305883,False
2020-01-29 00:00:00-05:00,68.18170702611613,68.47988079633286,66.49207588255179,67.28719329833984,143820,-0.0029455582157842386,False
2020-01-30 00:00:00-05:00,65.79633559372692,68.38048789008431,64.20609327641942,67.98292541503906,164060,0.010339740485451054,False
2020-01-31 00:00:00-05:00,67.6847554556039,68.28109541014963,64.60365937138936,64.80243682861328,188330,-0.04678363820045617,False
2020-02-03 00:00:00-05:00,64.60365591123123,65.49816958657682,63.70914223588562,64.10670471191406,140570,-0.010736203000193623,False
2020-02-04 00:00:00-05:00,64.2060967674654,66.49207543611485,63.51036808546282,66.09451293945312,200440,0.03100780544674664,False
2020-02-05 00:00:00-05:00,66.79024354888159,70.56707600184849,66.4920773549363,69.57317352294922,216720,0.052631609324101936,False
2020-02-06 00:00:00-05:00,69.87134701598747,70.86524949085002,66.88963959139978,67.08841705322266,271340,-0.035714289630714435,False
2020-02-07 00:00:00-05:00,66.59146246291299,67.08841367532278,65.00122009977638,65.1006088256836,206300,-0.02962967848774989,False
2020-02-10 00:00:00-05:00,65.10060980097394,67.88353966531014,64.30548481605678,67.48597717285156,136030,0.03664126020011804,False
2020-02-11 00:00:00-05:00,67.58536462293807,69.37439201375356,66.09451099154974,68.9768295288086,156850,0.022091290937945818,False
2020-02-12 00:00:00-05:00,68.87744558219497,70.36829931702279,67.78414677702186,68.18170928955078,192210,-0.011527352658702972,False
2020-02-13 00:00:00-05:00,67.08841732570103,70.36829853921829,66.79024354888159,69.57317352294922,155340,0.020408174683465896,False
2020-02-14 00:00:00-05:00,69.67255633572711,71.46158367892134,68.38048777264103,70.56707000732422,170600,0.014285628124282024,False
2020-02-18 00:00:00-05:00,70.46768486506394,72.05792726044379,69.87134491465574,69.97073364257812,214280,-0.008450632351381437,False
2020-02-19 00:00:00-05:00,70.56707276407334,73.94634255385725,70.16951027417986,72.65426635742188,230850,0.03835221635021968,False
2020-02-20 00:00:00-05:00,72.75365861912357,77.32561610072968,71.66036740595112,77.1268310546875,364910,0.061559560387863366,False
2020-02-21 00:00:00-05:00,76.53048602823633,77.0274372362119,72.85305012236664,74.1451187133789,303430,-0.03865985806151406,False
2020-02-24 00:00:00-05:00,70.9646354744579,70.9646354744579,67.98292816530315,70.07012176513672,321090,-0.05495974676357063,False
2020-02-25 00:00:00-05:00,69.57316973737179,72.35609956001615,64.40488016145937,65.1006088256836,418100,-0.07092199662660925,False
2020-02-26 00:00:00-05:00,65.29938904047546,65.79634027391248,58.342075563794126,58.93841552734375,717680,-0.09465646189024157,False
2020-02-27 00:00:00-05:00,56.75182753362829,61.62195098270733,50.88780544078118,60.52865982055664,629400,0.026981456474260312,False
2020-02-28 00:00:00-05:00,64.70304837661978,66.0945133317579,59.43536611748888,62.218292236328125,755590,0.027914584938450115,False
2020-03-02 00:00:00-05:00,62.71524089651666,62.8146334129209,55.95670522993839,60.72743606567383,458540,-0.0239617018897188,False
2020-03-03 00:00:00-05:00,60.62805000155608,60.92621998098126,56.056100206538126,57.745731353759766,384300,-0.04909979582687285,False
2020-03-04 00:00:00-05:00,58.24268199575983,58.64024449194099,53.96890222327864,57.845123291015625,448370,0.001721199730712053,False
2020-03-05 00:00:00-05:00,55.658537459047245,55.75792618793504,47.21036659472757,48.900001525878906,585310,-0.15463916845909909,False
2020-03-06 00:00:00-05:00,46.20000076293945,47.29999923706055,43.70000076293945,45.29999923706055,459990,-0.07361967641070855,False
2020-03-09 00:00:00-04:00,39.5,40.70000076293945,36.79999923706055,38.5,340400,-0.1501103609621559,False
2020-03-10 00:00:00-04:00,41.70000076293945,42.900001525878906,37.59999847412109,42.0,368700,0.09090909090909083,False
2020-03-11 00:00:00-04:00,39.79999923706055,40.70000076293945,35.599998474121094,36.400001525878906,405940,-0.1333332970028832,False
2020-03-12 00:00:00-04:00,26.799999237060547,31.5,26.5,29.100000381469727,805800,-0.20054947358227937,False
2020-03-13 00:00:00-04:00,31.399999618530277,32.70000076293945,28.0,32.20000076293945,615830,0.10652922133443488,False
2020-03-16 00:00:00-04:00,26.399999618530277,29.0,26.0,26.0,849790,-0.19254660298254822,False
2020-03-17 00:00:00-04:00,26.200000762939453,27.5,19.5,24.799999237060547,768570,-0.04615387549767125,False
2020-03-18 00:00:00-04:00,22.799999237060547,30.0,21.100000381469727,24.700000762939453,775350,-0.004032196661186149,False
2020-03-19 00:00:00-04:00,26.399999618530277,34.70000076293945,23.799999237060547,33.70000076293945,861460,0.3643724583808048,False
2020-03-20 00:00:00-04:00,34.0,36.0,30.200000762939453,31.899999618530277,575400,-0.05341249565752748,False
2020-03-23 00:00:00-04:00,32.29999923706055,34.0,27.100000381469727,31.5,648130,-0.012539173144626714,False
2020-03-24 00:00:00-04:00,35.0,35.599998474121094,32.70000076293945,35.599998474121094,516830,0.13015868171812994,False
2020-03-25 00:00:00-04:00,39.20000076293945,39.79999923706055,32.5,34.599998474121094,811290,-0.028089888844431754,False
2020-03-26 00:00:00-04:00,34.599998474121094,39.5,34.400001525878906,37.0,509470,0.069364209009257,False
2020-03-27 00:00:00-04:00,35.70000076293945,37.5,33.0,36.0,343140,-0.027027027027026973,False
2020-03-30 00:00:00-04:00,34.5,35.0,30.399999618530277,30.399999618530277,421970,-0.15555556615193677,False
2020-03-31 00:00:00-04:00,31.5,32.900001525878906,30.799999237060547,31.600000381469727,363710,0.03947370980254861,False
2020-04-01 00:00:00-04:00,30.0,30.399999618530277,25.0,26.200000762939453,589860,-0.1708860618146334,False
2020-04-02 00:00:00-04:00,27.399999618530277,27.799999237060547,21.799999237060547,22.399999618530277,880810,-0.14503820739518347,False
2020-04-03 00:00:00-04:00,23.200000762939453,23.399999618530277,20.0,22.700000762939453,749340,0.013392908460632347,False
2020-04-06 00:00:00-04:00,25.0,29.700000762939453,24.0,28.799999237060547,691200,0.2687223907093472,False
2020-04-07 00:00:00-04:00,31.700000762939453,37.29999923706055,30.5,31.399999618530277,897710,0.09027779341479936,False
2020-04-08 00:00:00-04:00,30.5,33.20000076293945,28.0,33.0,799760,0.05095542678049925,False
2020-04-09 00:00:00-04:00,33.0,33.0,25.799999237060547,26.0,1398120,-0.21212121212121215,False
2020-04-13 00:00:00-04:00,23.399999618530277,23.600000381469727,19.5,20.799999237060547,1978410,-0.2000000293438251,False
2020-04-14 00:00:00-04:00,22.100000381469727,23.700000762939453,21.399999618530277,21.799999237060547,1174790,0.04807692484037407,False
2020-04-15 00:00:00-04:00,21.5,24.600000381469727,20.200000762939453,24.100000381469727,1137800,0.10550464334416665,False
2020-04-16 00:00:00-04:00,23.5,24.899999618530277,21.5,24.399999618530277,629080,0.01244810092580817,False
2020-04-17 00:00:00-04:00,38.5,38.5,30.5,32.0,2679990,0.31147543033967917,False
2020-04-20 00:00:00-04:00,32.20000076293945,34.400001525878906,30.600000381469727,31.799999237060547,1078720,-0.00625002384185791,False
2020-04-21 00:00:00-04:00,32.0,33.79999923706055,31.5,32.5,578840,0.02201260313628106,False
2020-04-22 00:00:00-04:00,33.900001525878906,33.900001525878906,31.600000381469727,31.799999237060547,456860,-0.021538485013521624,False
2020-04-23 00:00:00-04:00,32.0,32.5,30.799999237060547,31.100000381469727,431880,-0.02201254315676282,False
2020-04-24 00:00:00-04:00,31.399999618530277,32.0,30.200000762939453,30.5,362370,-0.019292616530873885,False
2020-04-27 00:00:00-04:00,31.899999618530277,34.0,30.600000381469727,33.599998474121094,566720,0.1016392942334785,False
2020-04-28 00:00:00-04:00,38.20000076293945,47.5,35.0,41.400001525878906,2160110,0.2321429585113053,False
2020-04-29 00:00:00-04:00,45.400001525878906,55.29999923706055,44.70000076293945,51.900001525878906,2716240,0.253623179058013,False
2020-04-30 00:00:00-04:00,50.09999847412109,50.900001525878906,45.0,49.20000076293945,1123560,-0.052023134557966255,False
2020-05-01 00:00:00-04:00,46.20000076293945,47.0,43.0,45.70000076293945,674680,-0.0711382102789807,False
2020-05-04 00:00:00-04:00,41.09999847412109,47.79999923706055,40.0,43.0,560140,-0.05908097850906446,False
2020-05-05 00:00:00-04:00,46.70000076293945,46.900001525878906,38.09999847412109,38.900001525878906,750450,-0.09534880172374638,False
2020-05-06 00:00:00-04:00,40.79999923706055,41.0,38.29999923706055,39.20000076293945,310570,0.007712062346860504,False
2020-05-07 00:00:00-04:00,40.09999847412109,41.79999923706055,39.5,39.900001525878906,410580,0.017857161972334668,False
2020-05-08 00:00:00-04:00,41.400001525878906,42.20000076293945,40.400001525878906,41.0,357120,0.027568883008880052,False
2020-05-11 00:00:00-04:00,64.0,64.0999984741211,48.900001525878906,53.20000076293945,10655330,0.2975609942180355,False
2020-05-12 00:00:00-04:00,57.70000076293945,58.400001525878906,49.09999847412109,51.20000076293945,1968190,-0.03759398442327189,False
2020-05-13 00:00:00-04:00,50.20000076293945,50.29999923706055,45.09999847412109,46.0,1043340,-0.10156251338776179,False
2020-05-14 00:00:00-04:00,42.5,46.5,40.79999923706055,45.5,592050,-0.010869565217391353,False
2020-05-15 00:00:00-04:00,44.70000076293945,46.20000076293945,44.400001525878906,45.20000076293945,348320,-0.0065933898255065015,False
2020-05-18 00:00:00-04:00,48.0,49.29999923706055,46.29999923706055,47.20000076293945,603690,0.044247786863752525,False
2020-05-19 00:00:00-04:00,48.20000076293945,49.79999923706055,45.0,45.59999847412109,492980,-0.033898353028728345,False
2020-05-20 00:00:00-04:00,46.900001525878906,47.5,45.900001525878906,46.59999847412109,348950,0.021929825295224914,False
2020-05-21 00:00:00-04:00,46.79999923706055,47.900001525878906,45.5,46.29999923706055,455500,-0.00643775207905084,False
2020-05-22 00:00:00-04:00,46.59999847412109,46.79999923706055,45.59999847412109,45.79999923706055,240880,-0.010799136247064522,False
