date,Open,High,Low,Close,Volume,ticker,returns_1d,returns_3d,returns_5d,returns_10d,vol_5d,vol_10d,vol_20d,price_sma_10,price_sma_20,price_ratio_sma10,price_ratio_sma20,rsi_14,volume_sma_10,volume_ratio,turnover,y1d,y5d,direction_1d,direction_5d,alpha_1d,alpha_5d,ticker_type
2021-01-06,20.299999237060547,22.299999237060547,19.700000762939453,20.100000381469727,6736330,AMC,0.015037934875430061,-0.05328138362205284,-0.1304170598585039,-0.28768202500529727,0.030226263203948972,0.022848684166549754,0.062073027823035,22.620000076293945,27.814999961853026,0.8885941783234028,0.7226316882630214,9.523824228986385,2873843.0,2.3440146173607954,2.2622427479798315,0.01970505210073924,0.08119010075419686,1.0,1.0,0.004956715979674717,0.06462330856851849,meme_stock
2021-01-07,20.799999237060547,21.100000381469727,20.200000762939453,20.5,2615050,AMC,0.01970505210073924,0.019705052100739286,-0.05226844620639213,-0.23381806783256853,0.029506232168995207,0.027343545780148353,0.05404164072866571,22.080000114440917,26.85,0.9284420241733806,0.7635009310986964,13.861398105115654,2918964.0,0.8958829228452286,0.8832177150834658,0.04296601805775501,0.06148504865345763,1.0,1.0,0.03728468521530902,0.06317479576857174,meme_stock
2021-01-08,20.899999618530273,22.100000381469727,20.700000762939453,21.399999618530273,3955330,AMC,0.04296601805775501,0.0777090050339243,0.009389686536441406,-0.17920146218456035,0.03710767897180234,0.0344724373934499,0.056665800738341314,21.660000038146972,25.99000005722046,0.9879962872041185,0.8233935964376804,15.533982560168965,3157249.0,1.2527773387528194,1.2952870548907007,0.027651549156198378,0.08506242362535436,1.0,1.0,0.03441505556566285,0.09975289353186957,meme_stock
2021-01-11,21.600000381469727,22.700000762939453,21.5,22.0,4169580,AMC,0.027651549156198378,0.09032261931469263,0.09032261931469268,-0.1318254079774193,0.021328500975407286,0.03733365344491934,0.054577512568516104,21.35,25.044999980926512,1.0304449648711944,0.8784188467460375,21.153850386128,3463265.0,1.2039448324052593,1.3183413026713804,0.04009444054381129,0.32995756806635007,1.0,1.0,0.03988338740977922,0.33006306841601973,meme_stock
2021-01-12,22.399999618530273,23.899999618530273,22.399999618530273,22.899999618530273,4154920,AMC,0.04009444054381129,0.11071200775776469,0.14545499473393397,-0.04274154907426124,0.012260184603004223,0.03845188332962626,0.056744417787597944,21.25,24.229999923706053,1.077647040872013,0.9451093557835905,30.69307192460346,3639330.0,1.1416716813259584,1.2749294939675189,-0.04922695910430706,0.2600101775947235,-1.0,1.0,-0.05191653560190731,0.24658316378965686,meme_stock
2021-01-13,23.299999237060547,23.799999237060547,21.299999237060547,21.799999237060547,4584770,AMC,-0.04922695910430706,0.018519030595702604,0.08119010075419686,-0.04922695910430706,0.03778712455934176,0.03921979959324313,0.03861944087189296,21.13999996185303,23.72499990463257,1.0312204009649235,0.918861931493785,30.097087738212537,3886946.0,1.179530150406,1.4543815958998656,0.0,0.31259843311154334,0.0,1.0,0.0035082031797279553,0.3009497979958859,meme_stock
2021-01-14,22.200000762939453,23.200000762939453,21.299999237060547,21.799999237060547,4963880,AMC,0.0,-0.009132518560495767,0.06148504865345763,0.009216602447065493,0.03835838337988095,0.034418856279980044,0.032423377133100326,21.15999984741211,23.38499984741211,1.030245718065386,0.932221482972258,30.999997901916913,3980550.0,1.2470337013729258,1.5867061243094753,0.06654339302965175,0.4762911522016657,1.0,1.0,0.07386278297860685,0.4646798365975042,meme_stock
2021-01-15,22.0,25.5,21.799999237060547,23.299999237060547,16235640,AMC,0.06654339302965175,0.01731643392534469,0.08506242362535436,0.09445211016179576,0.04409185244807379,0.039238475275849394,0.036795172975241985,21.36999969482422,23.15999984741211,1.0903135035001321,1.0060448786947673,41.818178035011634,5321771.0,3.0507964359984676,4.257876301702244,0.2725466935971941,0.6402714785172542,1.0,1.0,0.26472523044981305,0.617404821820945,meme_stock
2021-01-19,28.0,32.0,25.700000762939453,30.600000381469727,25627600,AMC,0.2725466935971941,0.3390900866268458,0.32995756806635007,0.4202801873810427,0.12345665399947851,0.0872596969133839,0.07279872349790506,22.41999969482422,23.264999866485596,1.364852845583843,1.3152804881615567,69.59064288348243,7585793.0,3.3783679570481295,5.1507923627277235,-0.029852949927815276,0.48299078154252795,-1.0,1.0,-0.04359651721658369,0.4695075396636842,meme_stock
2021-01-20,32.900001525878906,33.400001525878906,27.5,29.700000762939453,18186220,AMC,-0.029852949927815276,0.3092371366990305,0.2600101775947235,0.4054651723286575,0.1308655387966436,0.08845381373360223,0.07303581407751267,23.40999984741211,23.34999990463257,1.2686886354774018,1.2719486460060783,70.00000112196966,9122932.0,1.993462189568003,3.149090833531022,0.0033612964125127928,1.902157753227642,1.0,1.0,0.002450098604321719,1.9271624531647338,meme_stock
2021-01-21,30.0,30.600000381469727,28.5,29.799999237060547,6482380,AMC,0.0033612964125127928,0.2460550400818916,0.31259843311154334,0.3937885338657402,0.12254454720923785,0.08890388877956423,0.07220357929779522,24.379999732971193,23.499999904632567,1.2223133537101487,1.2680850790635985,75.94936158752238,9097537.0,0.7125423067803957,1.082979572948148,0.16369271909012234,1.063321265542218,1.0,1.0,0.16723824178134633,1.080673543292313,meme_stock
2021-01-22,29.100000381469727,37.400001525878906,28.100000381469727,35.099998474121094,26827340,AMC,0.16369271909012234,0.13720106557481987,0.4762911522016657,0.5377762008551232,0.12352820956124409,0.09668318645382334,0.07967884818769834,25.8399995803833,23.95999984741211,1.3583590961343366,1.4649415149271048,83.57487246103803,11518766.0,2.329011631975161,3.716282268750004,0.23052371934524027,1.329136036781805,1.0,1.0,0.22658776820204768,1.363165515325476,meme_stock
2021-01-25,47.099998474121094,48.79999923706055,38.5,44.20000076293945,44323810,AMC,0.23052371934524027,0.3975777348478754,0.6402714785172542,0.7253339021426086,0.13521388181976254,0.11142174664045185,0.09271847665300235,28.11999969482422,24.889999866485596,1.5718350370777183,1.7758136199291341,91.98605947590983,15555614.0,2.8493770801975415,4.737255865123364,0.11526599662246781,1.1016243218770279,1.0,1.0,0.11682794829255216,1.123081333512653,meme_stock
2021-01-26,50.900001525878906,51.900001525878906,43.70000076293945,49.599998474121094,45685020,AMC,0.11526599662246781,0.5094824350578304,0.48299078154252795,0.8129483496088781,0.1089371600547818,0.1109440887578949,0.09401886855418455,30.879999542236327,26.114999771118164,1.6062175909776282,1.8992915530857526,94.08284010312323,19707158.0,2.3181942317608657,3.9433911068434098,1.3893140217572988,0.455278805559035,1.0,1.0,1.414058396284466,0.4611329019762825,meme_stock
2021-01-27,203.39999389648438,203.60000610351562,110.0999984741211,199.0,122234250,AMC,1.3893140217572988,1.735103737725007,1.902157753227642,2.1621679308223656,0.5700409343138128,0.4266086796751156,0.3157566440421589,48.4899995803833,34.86999979019165,4.103938992000027,5.706911419482583,98.90650628530817,31515091.0,3.878594226492952,6.954132454634937,-0.8354751912729113,-0.7968340896815689,-1.0,-1.0,-0.8440388112680992,-0.8165107446582691,meme_stock
2021-01-28,119.80000305175781,165.0,65.0999984741211,86.30000305175781,59122390,AMC,-0.8354751912729113,0.6691048271068554,1.063321265542218,1.3759196986537614,0.7898266526546092,0.5386951009709049,0.3788575339940941,54.939999961853026,38.03999996185303,1.5708045706530624,2.268664646117258,61.14498708197728,36968853.0,1.5992486972749735,2.8941982018268693,0.42950749032970964,-0.19655917839193532,1.0,-1.0,0.4497302138145097,-0.21897391211754533,meme_stock
2021-01-29,143.10000610351562,160.0,116.0,132.60000610351562,60219330,AMC,0.42950749032970964,0.9833463208140971,1.329136036781805,1.805427188983471,0.794637628865667,0.5436059805473974,0.38604251888469393,66.02000064849854,43.590000247955324,2.008482350818203,3.0419822287047475,66.3241348150972,42494398.0,1.4171122038250783,2.591474873731973,0.0030120044404630462,-0.6634273125228811,1.0,-1.0,-0.013496413610775464,-0.7099926232388357,meme_stock
2021-02-01,170.0,172.5,129.10000610351562,133.0,43460800,AMC,0.0030120044404630462,-0.40295569650273855,1.1016243218770279,1.7418958003942824,0.80362756040519,0.5454544326956376,0.3857491208454682,76.99000072479248,49.18000020980835,1.7274970612796872,2.704351350805297,66.3043481184308,45216914.0,0.9611624535013601,1.7199022887121025,-0.5310795196955251,-0.7664457761034074,-1.0,-1.0,-0.5451204832438185,-0.8036986043907532,meme_stock
2021-02-02,94.80000305175781,101.0,60.0,78.19999694824219,46277590,AMC,-0.5310795196955251,-0.09856002492535243,0.455278805559035,0.9382695871015632,0.8736829660674689,0.586972809848245,0.40928549158195554,81.75000038146973,52.08500003814697,0.9565748817533679,1.5013918957659331,57.01242679485365,47281913.0,0.9787588332138761,1.6868789812353373,0.13720112651669497,-0.35193642329375774,1.0,-1.0,0.13641474964991435,-0.3744823146821013,meme_stock
2021-02-03,88.5,97.69999694824219,78.9000015258789,89.69999694824219,22140510,AMC,0.13720112651669497,-0.39086638873836704,-0.7968340896815689,1.1053236635460733,0.5139030170456123,0.5854369315777781,0.4090769067804051,87.75,55.579999923706055,1.0222221874443553,1.6138898357569667,58.388929852137544,47677342.0,0.46438222164314447,0.7795916618289552,-0.23520027998327775,-0.4360277244965044,-1.0,-1.0,-0.24650197872737542,-0.45735151010753394,meme_stock
2021-02-04,87.0,87.4000015258789,70.0,70.9000015258789,16298580,AMC,-0.23520027998327775,-0.6290786731621079,-0.19655917839193532,0.8667620871502828,0.36501624325492166,0.5950706652374111,0.41481144617647453,91.86000022888183,58.119999980926515,0.7718267074811865,1.2198899096549631,55.79693071704366,48658962.0,0.33495535724744807,0.5643894724297607,-0.03736064380123615,-0.23413466973026326,-1.0,-1.0,-0.0412884973067806,-0.24577041881824074,meme_stock
2021-02-05,71.69999694824219,82.69999694824219,65.19999694824219,68.30000305175781,19709760,AMC,-0.03736064380123615,-0.13535979726781894,-0.6634273125228811,0.6657087242589244,0.2595989730032737,0.5955756526321262,0.4153210746225302,95.18000068664551,60.5100001335144,0.717587755400603,1.1287390993398594,55.2991056035083,47947204.0,0.41107214510360185,0.6628920708768393,-0.10000645914006326,-0.20034540380077526,-1.0,-1.0,-0.10720239476269311,-0.21298105263411626,meme_stock
2021-02-08,68.80000305175781,68.9000015258789,57.5,61.79999923706055,12817150,AMC,-0.10000645914006326,-0.37256738292457714,-0.7664457761034074,0.3351785457736207,0.25004902574061205,0.5946367400507239,0.41686044517561466,96.94000053405762,62.53000011444092,0.6375077253620248,0.9883255897002344,53.680981516400784,44796538.0,0.2861192085870564,0.4247454175287735,-0.11657016688587551,-0.08966271396595125,-1.0,-1.0,-0.11590419353516646,-0.09423600464596646,meme_stock
2021-02-09,58.099998474121094,58.099998474121094,52.599998474121094,55.0,10258810,AMC,-0.11657016688587551,-0.2539372698271749,-0.35193642329375774,0.10334238226527745,0.13634256946775525,0.5956140182246353,0.4185664052999441,97.48000068664551,64.18000011444092,0.5642182972156549,0.8569647850097876,52.9439143171219,41253917.0,0.2486748106852496,0.33656919599925034,0.05310982531394833,0.009049835519917802,1.0,1.0,0.05354555422448167,0.0035809929106916964,meme_stock
2021-02-10,57.099998474121094,65.9000015258789,54.5,58.0,15281080,AMC,0.05310982531394833,-0.16346680071199043,-0.4360277244965044,-1.232861814178073,0.10618557261458277,0.3519003757940726,0.41856716174885056,83.3800006866455,65.93500013351441,0.6956104524149942,0.8796542031175171,53.259362125644586,30558600.0,0.5000582487417617,0.4923528713638118,-0.03330722521703659,-0.051293322080453084,-1.0,-1.0,-0.03492088743808218,-0.052932608698588415,meme_stock
2021-02-11,56.20000076293945,58.5,54.70000076293945,56.099998474121094,5592040,AMC,-0.03330722521703659,-0.09676756678896378,-0.23413466973026326,-0.4306938481221983,0.06699240528853534,0.24744035253864727,0.4183907066141238,80.36000022888183,67.65000009536743,0.6981084907209649,0.8292682689584022,52.44641194656537,25205565.0,0.2218573557069639,0.17988234324927657,-0.0035713778717481595,0.01591548250516741,-1.0,1.0,-0.008499131122656114,0.017657233476808042,meme_stock
2021-02-12,57.20000076293945,59.70000076293945,55.20000076293945,55.900001525878906,4677300,AMC,-0.0035713778717481595,0.01623122222516358,-0.20034540380077526,-0.8637727163236562,0.06983018518011073,0.18574654523634665,0.4184127008935579,72.68999977111817,69.35500020980835,0.7690191457132125,0.8059981451484934,51.39186307358543,19651362.0,0.2380140368896568,0.1505267616004696,0.010676230694760739,0.15848573518357167,1.0,1.0,0.011542653225456678,0.17287679190761535,meme_stock
2021-02-16,60.29999923706055,60.5,54.900001525878906,56.5,6116570,AMC,0.010676230694760739,-0.026202372394024013,-0.08966271396595125,-0.8561084900693584,0.06331959568518263,0.18617168814650423,0.4184624258549087,65.03999977111816,71.01500024795533,0.8686961900188928,0.7956065592160123,50.830325108613295,15916939.0,0.38428054539883577,0.2001041877730167,-0.01785761740000646,0.30956478370128854,-1.0,1.0,-0.018087195978508303,0.32187585291453435,meme_stock
2021-02-17,55.79999923706055,56.20000076293945,53.20000076293945,55.5,3884900,AMC,-0.01785761740000646,-0.010752764576993881,0.009049835519917802,-0.34288658777383973,0.03301240688326373,0.1009662038805358,0.41515053336209307,62.77000007629395,72.26000022888184,0.8841803398525154,0.7680597816801145,23.137400801443505,11677670.0,0.3326776660070031,0.13178180042419907,-0.0072333322864225535,0.4933769972173908,-1.0,1.0,-0.002968047384798443,0.49495843784653415,meme_stock
2021-02-18,58.400001525878906,62.5,54.599998474121094,55.099998474121094,13054080,AMC,-0.0072333322864225535,-0.014414718991668275,-0.051293322080453084,-0.48732104657695724,0.016440213734696518,0.0823169227078164,0.41501034535030057,59.31000022888183,73.53000011444092,0.9290169998564488,0.7493539832498889,39.922478843584834,10769027.0,1.2121875077479145,0.4467028567677147,0.0339015793685839,0.40848539208154233,1.0,1.0,0.035668954737314275,0.4301923453518424,meme_stock
2021-02-19,55.400001525878906,57.70000076293945,55.099998474121094,57.0,4024910,AMC,0.0339015793685839,0.008810629682154889,0.01591548250516741,-0.2182191872250956,0.019978793781979063,0.05354234682587615,0.41495986705468,57.920000076293945,74.89000015258789,0.9841160208031406,0.7611163023616353,15.76086490801741,9541660.0,0.4218249235457981,0.13831158024393622,0.1389988748066561,0.34022456719008903,1.0,1.0,0.14672042730815116,0.36533022981913515,meme_stock
2021-02-22,59.29999923706055,66.80000305175781,57.5,65.5,17340900,AMC,0.1389988748066561,0.16566712188881744,0.15848573518357167,-0.04185966861720333,0.06311033221051063,0.07326713209324358,0.41458530500591034,57.63999977111816,76.41000022888184,1.1363636408760063,0.8572176391021914,21.518987341772146,9304774.0,1.8636562263629401,0.6057747035395005,0.1617552792124776,0.33756218822878714,1.0,1.0,0.1605417142323757,0.3309950077691295,meme_stock
2021-02-23,69.69999694824219,78.5999984741211,60.099998474121094,77.0,26487640,AMC,0.1617552792124776,0.3346557333877176,0.30956478370128854,0.21990206973533752,0.08342649334574904,0.08152413647242988,0.41312772144547927,59.15999984741211,78.05000019073486,1.3015551081575651,0.9865470827909171,49.20212965628967,10671823.0,2.482016427746225,0.9550539991617925,0.16595459611609584,0.1481961002029886,1.0,1.0,0.15499538895349152,0.15067650567676688,meme_stock
2021-02-24,72.30000305175781,98.30000305175781,69.9000015258789,90.9000015258789,37688180,AMC,0.16595459611609584,0.4667087501352295,0.4933769972173908,0.5024268327373089,0.07991221969398672,0.07699957244785925,0.4138476935512483,62.75,80.11500034332275,1.4486056020060383,1.134618999392603,50.77319884100056,13414760.0,2.809456151284108,1.37878514967538,-0.09212493742227101,-0.05774097590759075,-1.0,-1.0,-0.06773413987949013,-0.030967272522881013,meme_stock
2021-02-25,108.9000015258789,110.0,78.5,82.9000015258789,44571740,AMC,-0.09212493742227101,0.23558493790630244,0.40848539208154233,0.35719207000108955,0.11100748127110523,0.08913872627840982,0.2628217177188029,65.2400001525879,74.3100004196167,1.270692846903534,1.1155968383495605,58.982035517799446,16343826.0,2.7271301101712657,1.9006155459847642,-0.034359245522869446,-0.03186542159033737,-1.0,-1.0,-0.029193160795393046,-0.01703034178639745,meme_stock
2021-02-26,81.9000015258789,90.0999984741211,76.30000305175781,80.0999984741211,13702800,AMC,-0.034359245522869446,0.03947041317095538,0.34022456719008903,0.3561400496952567,0.12200757778382161,0.08922981763186949,0.18547997124236873,67.64000015258789,74.00000019073487,1.184210501085525,1.0824324090224797,58.80596573035787,17154902.0,0.7987687717481569,0.6469617060642887,0.13633649584535426,0.004981349399878484,1.0,1.0,0.11238520525814552,-0.003579199749454049,meme_stock
2021-03-01,88.5999984741211,94.5,84.19999694824219,91.80000305175781,14358650,AMC,0.13633649584535426,0.009852312900213794,0.33756218822878714,0.4960479234123591,0.12162571077711141,0.09327959632712367,0.15915589312903322,71.23000030517578,71.96000003814697,1.2887828535512074,1.27570876880341,70.77562349555252,18123037.0,0.792287186744694,0.7602318173215674,-0.02761080881332097,0.011911331374760581,-1.0,1.0,-0.019776787859986916,0.032293309517955726,meme_stock
2021-03-02,91.4000015258789,94.0,85.0999984741211,89.30000305175781,7813540,AMC,-0.02761080881332097,0.07436644150916384,0.1481961002029886,0.4577608839042774,0.11419946350536848,0.09580650304356354,0.15908648558634808,74.51000061035157,69.77500019073486,1.198496877201092,1.279828058869939,75.25773080038967,18292734.0,0.42713899409459516,0.4568029633022216,-0.03998247999448352,0.16195882810085083,-1.0,1.0,-0.026648389246156378,0.16033006389220758,meme_stock
2021-03-03,89.5,91.4000015258789,85.0,85.80000305175781,5565190,AMC,-0.03998247999448352,0.06874320703754976,-0.05774097590759075,0.4356360213098003,0.08652940736742533,0.09767651077422786,0.1046092348721966,77.54000091552734,70.15500049591064,1.1065256904656084,1.2230062354109614,70.32163693768638,18460763.0,0.3014604542618309,0.3693085171349154,-0.06624938310501763,0.1380375061158542,-1.0,1.0,-0.05379720914300657,0.1168693944141931,meme_stock
2021-03-04,82.5,85.9000015258789,75.0,80.30000305175781,7782260,AMC,-0.06624938310501763,-0.13384267191282212,-0.03186542159033737,0.3766199704912052,0.08110957567589604,0.10273838434915047,0.10086493483170077,80.06000137329102,69.68500080108643,1.0029977725999248,1.152328365195425,66.80555695368905,17933581.0,0.43394902557386617,0.5422684935111123,0.002487525467346406,0.247015723750253,1.0,1.0,-0.015742018758449643,0.20330738625778705,meme_stock
2021-03-05,80.80000305175781,82.69999694824219,76.30000305175781,80.5,5973410,AMC,0.002487525467346406,-0.10374433763215477,0.004981349399878484,0.3452059165899678,0.07959083073068586,0.10334462250146775,0.08516066472534442,82.41000137329101,70.16500072479248,0.9768231847899224,1.147295648378091,67.08333046348037,18128431.0,0.32950507410155905,0.4317593317636722,0.14326647782023635,0.32666385184994257,1.0,1.0,0.1482577145255553,0.29983907359317685,meme_stock
2021-03-08,85.30000305175781,94.80000305175781,83.0999984741211,92.9000015258789,11434380,AMC,0.14326647782023635,0.07950462018256511,0.011911331374760581,0.349473519603548,0.08254246137378869,0.10383166604530866,0.0897361251202565,85.1500015258789,71.39500064849854,1.0910158527436387,1.301211578990757,71.7183752305092,17537779.0,0.6519856362655727,0.8519592007511357,0.1224366879127693,0.412971785874622,1.0,1.0,0.10825996651426495,0.37521012482676724,meme_stock
