date,open,high,low,close,volume,Dividends,Stock Splits,Capital Gains,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volume_sma,volume_ratio,daily_return,volatility
2019-01-02 00:00:00-05:00,222.4869335602844,227.21743655664847,222.45979990497813,226.28579711914062,126925200,0.0,0.0,0.0,,,226.28579711914062,226.28579711914062,,0.0,0.0,0.0,,,,,,,
2019-01-03 00:00:00-05:00,224.52201853897697,224.82955627143124,220.39753771872978,220.88597106933594,144140700,0.0,0.0,0.0,,,223.36089134216306,223.48204128558817,,-0.12114994342510954,-0.06730552412506086,-0.053844419300048685,,,,,,-0.023862858909176943,
2019-01-04 00:00:00-05:00,223.9431647638875,228.9359643299817,223.56327979058554,228.28472900390625,142628800,0.0,0.0,0.0,,,225.28266631868638,225.20760035244564,,0.07506596624074291,-0.008956552663665874,0.08402251890440879,,,,,,0.033495825464840534,
2019-01-07 00:00:00-05:00,228.55607738778912,231.5047162321808,227.65158542063745,230.0846710205078,103139100,0.0,0.0,0.0,,,226.79847153849985,226.571016185298,,0.2274553532018615,0.07112878130162116,0.15632657190024035,,,,,,0.007884636105338183,
2019-01-08 00:00:00-05:00,232.29160956361636,232.73480174867746,229.7409358557966,232.24636840820312,102512600,0.0,0.0,0.0,,,228.278645647342,227.88715377434139,,0.3914918730006036,0.16642955822302238,0.22506231477758123,,,,,,0.009395225584161837,
2019-01-09 00:00:00-05:00,232.96098780485235,234.18205768526354,231.7218380191205,233.3318328857422,95006600,0.0,0.0,0.0,,,229.50683599346598,228.97767957515217,,0.5291564183138178,0.2647487045309186,0.2644077137828992,,,,,,0.004673762974115592,
2019-01-10 00:00:00-05:00,231.78514246285744,234.40816389742625,231.09771966926718,234.1549072265625,96823900,0.0,0.0,0.0,,,230.54403682677113,229.8984226749188,,0.6456141518523282,0.36113558868240664,0.28447856316992154,,,,,,0.003527484144108861,
2019-01-11 00:00:00-05:00,233.06947473557784,234.27246446442828,232.48156049954494,234.24533081054688,73858100,0.0,0.0,0.0,,,231.3164398327481,230.59881728467434,,0.7176225480737628,0.4468061087629067,0.2708164393108561,,,,,,0.0003861699293659093,
2019-01-14 00:00:00-05:00,232.32775930762176,233.6302297572386,231.92075454392915,232.81619262695312,70908200,0.0,0.0,0.0,,,231.6131443161042,230.92748098830134,,0.685663327802871,0.5019833113379126,0.18368001646495835,,,,,,-0.006101031677551827,
2019-01-15 00:00:00-05:00,233.19610319972983,235.8010442314144,233.18704944799848,235.48446655273438,85208300,0.0,0.0,0.0,,,232.34675837537793,231.55630064447485,,0.7904577309030856,0.5666183272375857,0.22383940366549993,,,,,,0.011460860585658095,
2019-01-16 00:00:00-05:00,235.9186101629337,236.94974417846316,235.7105946917636,236.05430603027344,77636700,0.0,0.0,0.0,,,233.0251502009357,232.13969336798309,,0.8854568329526273,0.6363783704651967,0.2490784624874306,,,,,,0.0024198601541789433,
2019-01-17 00:00:00-05:00,235.17694976012888,238.71351643167625,235.13170860300124,237.84518432617188,96118400,0.0,0.0,0.0,,,233.88213644490753,232.84070283026017,,1.0414336146473602,0.7233672495544973,0.3180663650928629,,,,,,0.00758672157274165,
2019-01-18 00:00:00-05:00,239.67229482825567,241.4812787884882,237.88139077057977,241.01092529296875,127900300,0.0,0.0,0.0,,,235.11996500793387,233.7978429180744,,1.3221220898594765,0.850084576326837,0.47203751353263956,,,,,,0.013310090661560414,
2019-01-22 00:00:00-05:00,239.5275542423842,239.7446234678658,236.1266558276923,237.75473022460938,115531200,0.0,0.0,0.0,,,235.5685814010016,234.24224845259025,68.12453279704462,1.3263329484113626,0.9497160911033298,0.37661685730803285,,,,,,-0.01351057037933534,
2019-01-23 00:00:00-05:00,238.79491318005856,239.50041575152585,235.76485982203684,238.25221252441406,86030300,0.0,0.0,0.0,,,236.01813555633476,234.67602833936894,68.61797064070161,1.3421072169658146,1.0310562175504965,0.3110509994153181,,,,,,0.002092418095466231,
2019-01-24 00:00:00-05:00,238.0712603041198,238.9667258859609,237.04918023370234,238.3787841796875,59204100,0.0,0.0,0.0,,,236.40825135400746,235.06336701767944,82.55872538021329,1.3448843363280218,1.0956397048647695,0.24924463146325238,,,,,,0.0005312507024901603,
2019-01-25 00:00:00-05:00,240.24212874173787,241.22804940205063,238.47838574291364,240.39590454101562,96883400,0.0,0.0,0.0,,,237.05980710525603,235.60466614465062,78.18933198090116,1.455140960605405,1.169196303360783,0.28594465724462204,,,,,,0.008461828380698755,
2019-01-28 00:00:00-05:00,238.23411380524777,238.63206481152372,236.78692137214506,238.5687713623047,85613700,0.0,0.0,0.0,,,237.30403010241145,235.89751451428594,69.72217965743863,1.406515588125501,1.217530878614127,0.18898470951137392,,,,,,-0.007600517081185143,
2019-01-29 00:00:00-05:00,238.7135122221472,239.28331892752686,237.41104168976113,238.25221252441406,66136300,0.0,0.0,0.0,,,237.45627338290285,236.1245414746878,65.27124769048952,1.3317319082150618,1.2407050596806037,0.09102684853445808,,,,,,-0.0013269081115813153,
