date,open,high,low,close,volume,Dividends,Stock Splits,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volume_sma,volume_ratio,daily_return,volatility
2019-01-02 00:00:00-05:00,7.0,7.199999809265137,6.929999828338623,7.110000133514404,3378700,0.0,0.0,,,7.110000133514404,7.110000133514404,,0.0,0.0,0.0,,,,,,,
2019-01-03 00:00:00-05:00,7.019999980926514,7.059999942779541,6.869999885559082,6.880000114440918,3692500,0.0,0.0,,,6.985416789849599,6.990577046687786,,-0.005160256838187216,-0.002866809354548453,-0.002293447483638763,,,,,,-0.03234880657587269,
2019-01-04 00:00:00-05:00,7.090000152587891,7.25,6.980000019073486,7.230000019073486,3823500,0.0,0.0,,,7.080877680701415,7.076599396056527,,0.0042782846448883305,6.150785833547437e-05,0.004216776786552856,,,,,,0.05087207831551188,
2019-01-07 00:00:00-05:00,7.320000171661377,7.460000038146973,7.21999979019165,7.429999828338623,4308700,0.0,0.0,,,7.191081898856436,7.175394713472283,,0.015687185384153146,0.005354759052718154,0.010332426331434993,,,,,,0.027662490835064446,
2019-01-08 00:00:00-05:00,7.53000020980835,7.599999904632568,7.349999904632568,7.409999847412109,3960900,0.0,0.0,,,7.250561123071375,7.229800611685012,,0.0207605113863627,0.00993762207438776,0.010822889311974941,,,,,,-0.0026917875354763865,
2019-01-09 00:00:00-05:00,7.440000057220459,7.510000228881836,7.380000114440918,7.46999979019165,3316800,0.0,0.0,,,7.30389626380698,7.27791059137997,,0.025985672427009554,0.014287535974287413,0.01169813645272214,,,,,,0.008097158436581653,
2019-01-10 00:00:00-05:00,7.400000095367432,7.539999961853027,7.329999923706055,7.519999980926514,2404600,0.0,0.0,,,7.352119052192992,7.320964934352696,,0.031154117840296536,0.01855601788511478,0.012598099955181755,,,,,,0.006693466149827021,
2019-01-11 00:00:00-05:00,7.489999771118164,7.650000095367432,7.480000019073486,7.570000171661377,2314300,0.0,0.0,,,7.397587483601223,7.361090681759361,,0.03649680184186188,0.022867525646438194,0.013629276195423687,,,,,,0.006648961550755672,
2019-01-14 00:00:00-05:00,7.519999980926514,7.570000171661377,7.440000057220459,7.489999771118164,2442100,0.0,0.0,,,7.41586992330023,7.380197838735457,,0.03567208456477289,0.02582544228031787,0.009846642284455018,,,,,,-0.010568084376364695,
2019-01-15 00:00:00-05:00,7.5,7.559999942779541,7.449999809265137,7.53000020980835,1779500,0.0,0.0,,,7.437497568237421,7.400869107963793,,0.03662846027362843,0.02824594542515332,0.008382514848475107,,,,,,0.005340512671900166,
2019-01-16 00:00:00-05:00,7.539999961853027,7.710000038146973,7.519999980926514,7.659999847412109,3010200,0.0,0.0,,,7.478210120417507,7.434478446962975,,0.04373167345453144,0.031634134233521204,0.012097539221010235,,,,,,0.01726422762039581,
2019-01-17 00:00:00-05:00,7.650000095367432,7.699999809265137,7.570000171661377,7.690000057220459,2543400,0.0,0.0,,,7.5158656759044495,7.465873302886758,,0.04999237301769188,0.03557671400955427,0.014415659008137613,,,,,,0.003916476554302495,
2019-01-18 00:00:00-05:00,7.75,7.909999847412109,7.739999771118164,7.860000133514404,3814800,0.0,0.0,,,7.575620491235672,7.512045190004727,,0.06357530123094524,0.04150218782165691,0.022073113409288324,,,,,,0.022106641746292954,
2019-01-22 00:00:00-05:00,7.789999961853027,7.880000114440918,7.570000171661377,7.599999904632568,3171400,0.0,0.0,,,7.57977152694618,7.5219235511859575,64.67064278180345,0.0578479757602226,0.044921738854254635,0.012926236905967968,,,,,,-0.033078908965054055,
2019-01-23 00:00:00-05:00,7.630000114440918,7.789999961853027,7.619999885559082,7.71999979019165,2077100,0.0,0.0,,,7.603262161663887,7.543350548283803,67.03908784028573,0.059911613380084106,0.04802904227932096,0.011882571100763142,,,,,,0.015789458824326585,
2019-01-24 00:00:00-05:00,7.75,7.849999904632568,7.730000019073486,7.769999980926514,1932900,0.0,0.0,,,7.630816900950524,7.567059940818875,77.63972874203631,0.06375696013164944,0.05126573052463356,0.012491229607015882,,,,,,0.006476708820431387,
2019-01-25 00:00:00-05:00,7.869999885559082,8.100000381469727,7.820000171661377,8.100000381469727,2664400,0.0,0.0,,,7.707478330815861,7.621158049644082,77.35847472240758,0.08632028117177892,0.058438149163611876,0.027882132008167047,,,,,,0.042471094125261954,
2019-01-28 00:00:00-05:00,8.050000190734863,8.09000015258789,7.960000038146973,8.010000228881836,2327000,0.0,0.0,,,7.756440925062675,7.659574971404149,69.59458262143464,0.09686595365852568,0.06626470068057623,0.030601252977949453,,,,,,-0.011111129425843358,
