date,open,high,low,close,volume,Dividends,Stock Splits,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volume_sma,volume_ratio,daily_return,volatility
2019-01-02 00:00:00-05:00,111.00933226940187,120.89942701156743,109.99259540294925,119.14323425292969,137490,0.0,0.0,,,119.14323425292969,119.14323425292969,,0.0,0.0,0.0,,,,,,,
2019-01-03 00:00:00-05:00,118.31136387162896,125.15123395393205,116.7400438909716,120.71456909179688,139240,0.0,0.0,,,119.99437395731609,119.9591196500338,,0.035254307282286845,0.019585726267937136,0.01566858101434971,,,,,,0.013188619972590354,
2019-01-04 00:00:00-05:00,122.19345612824691,126.53769882231275,120.34484101555387,125.15123748779297,102500,0.0,0.0,,,122.00709898422276,121.82459717774519,,0.18250180647757475,0.08635461159975581,0.09614719487781893,,,,,,0.036753379723554636,
2019-01-07 00:00:00-05:00,125.24368675693775,131.8062767229972,123.57993016375777,130.51223754882812,111920,0.0,0.0,,,124.69183884434317,124.25328177926811,,0.4385570650750594,0.20566438581225702,0.2328926792628024,,,,,,0.042836173006743694,
2019-01-08 00:00:00-05:00,131.34410179389116,135.87320291624056,130.2349215074427,134.67160034179688,112270,0.0,0.0,,,127.40330437576672,126.66933282530405,,0.7339715504626696,0.36282382317851486,0.37114772728415474,,,,,,0.03186952328062431,
2019-01-09 00:00:00-05:00,136.2429266842683,136.33536308042466,128.3863125406506,128.94090270996094,144360,0.0,0.0,,,127.77702166372369,127.12431015580937,,0.6527115079143186,0.44139950318540067,0.21131200472891798,,,,,,-0.042553126400008745,
2019-01-10 00:00:00-05:00,127.55444503629825,128.66361130280754,124.31936853175445,126.90743255615234,97650,0.0,0.0,,,127.58297589682927,127.08573959897403,,0.49723629785523826,0.45553030632620195,0.04170599152903631,,,,,,-0.01577055931105642,
2019-01-11 00:00:00-05:00,127.18471622645886,130.14249737278774,125.79825499188472,129.6803436279297,57860,0.0,0.0,,,128.02066421535847,127.50379459798263,,0.516869617375832,0.47027129625742803,0.04659832111840401,,,,,,0.02184987132688554,
2019-01-14 00:00:00-05:00,129.21819870495023,131.80626267360805,127.55444228911205,130.6046600341797,141420,0.0,0.0,,,128.53187056041756,127.9634109287307,,0.5684596316868635,0.4929532888564715,0.07550634283039204,,,,,,0.0071276523518628565,
2019-01-15 00:00:00-05:00,131.06681471071784,133.56244229970733,129.1257631949404,132.26841735839844,64660,0.0,0.0,,,129.23994472644694,128.5574599167409,,0.6824848097060396,0.5354193518164609,0.1470654578895787,,,,,,0.012738881780966604,
