date,open,high,low,close,volume
2020-12-01T05:00:00+00:00,44.29999923706055,44.29999923706055,40.900001525878906,41.5,1213010
2020-12-02T05:00:00+00:00,40.79999923706055,43.400001525878906,39.5,43.20000076293945,1184760
2020-12-03T05:00:00+00:00,40.099998474121094,42.20000076293945,35.0,36.29999923706055,6608090
2020-12-04T05:00:00+00:00,37.5,37.599998474121094,33.0,35.099998474121094,3315730
2020-12-07T05:00:00+00:00,34.5,37.400001525878906,33.29999923706055,35.599998474121094,2050390
2020-12-08T05:00:00+00:00,36.099998474121094,40.20000076293945,36.099998474121094,39.79999923706055,2953060
2020-12-09T05:00:00+00:00,42.20000076293945,43.29999923706055,37.5,38.599998474121094,2099120
2020-12-10T05:00:00+00:00,37.900001525878906,41.0,37.70000076293945,40.900001525878906,1987280
2020-12-11T05:00:00+00:00,40.400001525878906,42.5,38.70000076293945,39.20000076293945,2231040
2020-12-14T05:00:00+00:00,40.099998474121094,40.099998474121094,30.0,31.899999618530273,6715900
2020-12-15T05:00:00+00:00,32.400001525878906,32.400001525878906,27.600000381469727,28.600000381469727,5443210
2020-12-16T05:00:00+00:00,28.700000762939453,28.899999618530273,27.200000762939453,27.799999237060547,2542320
2020-12-17T05:00:00+00:00,28.0,29.5,27.399999618530273,28.5,2379930
2020-12-18T05:00:00+00:00,28.5,28.5,27.600000381469727,28.0,2194170
2020-12-21T05:00:00+00:00,26.100000381469727,27.399999618530273,25.799999237060547,26.799999237060547,2269980
2020-12-22T05:00:00+00:00,27.299999237060547,27.5,25.200000762939453,25.899999618530273,2163840
2020-12-23T05:00:00+00:00,25.799999237060547,26.5,25.399999618530273,25.600000381469727,1572480
2020-12-24T05:00:00+00:00,25.899999618530273,26.0,24.799999237060547,25.100000381469727,1109420
2020-12-28T05:00:00+00:00,26.299999237060547,26.299999237060547,23.600000381469727,23.899999618530273,2394270
2020-12-29T05:00:00+00:00,24.399999618530273,24.600000381469727,22.799999237060547,22.899999618530273,2108610
2020-12-30T05:00:00+00:00,23.0,23.0,21.299999237060547,21.600000381469727,4027840
2020-12-31T05:00:00+00:00,21.700000762939453,22.200000762939453,20.799999237060547,21.200000762939453,2823430
2021-01-04T05:00:00+00:00,22.0,22.0,20.0,20.100000381469727,2987380
2021-01-05T05:00:00+00:00,19.899999618530273,20.299999237060547,19.100000381469727,19.799999237060547,2814830
2021-01-06T05:00:00+00:00,20.299999237060547,22.299999237060547,19.700000762939453,20.100000381469727,6736330
2021-01-07T05:00:00+00:00,20.799999237060547,21.100000381469727,20.200000762939453,20.5,2615050
2021-01-08T05:00:00+00:00,20.899999618530273,22.100000381469727,20.700000762939453,21.399999618530273,3955330
2021-01-11T05:00:00+00:00,21.600000381469727,22.700000762939453,21.5,22.0,4169580
2021-01-12T05:00:00+00:00,22.399999618530273,23.899999618530273,22.399999618530273,22.899999618530273,4154920
2021-01-13T05:00:00+00:00,23.299999237060547,23.799999237060547,21.299999237060547,21.799999237060547,4584770
2021-01-14T05:00:00+00:00,22.200000762939453,23.200000762939453,21.299999237060547,21.799999237060547,4963880
2021-01-15T05:00:00+00:00,22.0,25.5,21.799999237060547,23.299999237060547,16235640
2021-01-19T05:00:00+00:00,28.0,32.0,25.700000762939453,30.600000381469727,25627600
2021-01-20T05:00:00+00:00,32.900001525878906,33.400001525878906,27.5,29.700000762939453,18186220
2021-01-21T05:00:00+00:00,30.0,30.600000381469727,28.5,29.799999237060547,6482380
2021-01-22T05:00:00+00:00,29.100000381469727,37.400001525878906,28.100000381469727,35.099998474121094,26827340
2021-01-25T05:00:00+00:00,47.099998474121094,48.79999923706055,38.5,44.20000076293945,44323810
2021-01-26T05:00:00+00:00,50.900001525878906,51.900001525878906,43.70000076293945,49.599998474121094,45685020
2021-01-27T05:00:00+00:00,203.39999389648438,203.60000610351562,110.0999984741211,199.0,122234250
2021-01-28T05:00:00+00:00,119.80000305175781,165.0,65.0999984741211,86.30000305175781,59122390
2021-01-29T05:00:00+00:00,143.10000610351562,160.0,116.0,132.60000610351562,60219330
2021-02-01T05:00:00+00:00,170.0,172.5,129.10000610351562,133.0,43460800
2021-02-02T05:00:00+00:00,94.80000305175781,101.0,60.0,78.19999694824219,46277590
2021-02-03T05:00:00+00:00,88.5,97.69999694824219,78.9000015258789,89.69999694824219,22140510
2021-02-04T05:00:00+00:00,87.0,87.4000015258789,70.0,70.9000015258789,16298580
2021-02-05T05:00:00+00:00,71.69999694824219,82.69999694824219,65.19999694824219,68.30000305175781,19709760
2021-02-08T05:00:00+00:00,68.80000305175781,68.9000015258789,57.5,61.79999923706055,12817150
2021-02-09T05:00:00+00:00,58.099998474121094,58.099998474121094,52.599998474121094,55.0,10258810
2021-02-10T05:00:00+00:00,57.099998474121094,65.9000015258789,54.5,58.0,15281080
2021-02-11T05:00:00+00:00,56.20000076293945,58.5,54.70000076293945,56.099998474121094,5592040
2021-02-12T05:00:00+00:00,57.20000076293945,59.70000076293945,55.20000076293945,55.900001525878906,4677300
2021-02-16T05:00:00+00:00,60.29999923706055,60.5,54.900001525878906,56.5,6116570
2021-02-17T05:00:00+00:00,55.79999923706055,56.20000076293945,53.20000076293945,55.5,3884900
2021-02-18T05:00:00+00:00,58.400001525878906,62.5,54.599998474121094,55.099998474121094,13054080
2021-02-19T05:00:00+00:00,55.400001525878906,57.70000076293945,55.099998474121094,57.0,4024910
2021-02-22T05:00:00+00:00,59.29999923706055,66.80000305175781,57.5,65.5,17340900
2021-02-23T05:00:00+00:00,69.69999694824219,78.5999984741211,60.099998474121094,77.0,26487640
2021-02-24T05:00:00+00:00,72.30000305175781,98.30000305175781,69.9000015258789,90.9000015258789,37688180
2021-02-25T05:00:00+00:00,108.9000015258789,110.0,78.5,82.9000015258789,44571740
2021-02-26T05:00:00+00:00,81.9000015258789,90.0999984741211,76.30000305175781,80.0999984741211,13702800
2021-03-01T05:00:00+00:00,88.5999984741211,94.5,84.19999694824219,91.80000305175781,14358650
2021-03-02T05:00:00+00:00,91.4000015258789,94.0,85.0999984741211,89.30000305175781,7813540
2021-03-03T05:00:00+00:00,89.5,91.4000015258789,85.0,85.80000305175781,5565190
2021-03-04T05:00:00+00:00,82.5,85.9000015258789,75.0,80.30000305175781,7782260
2021-03-05T05:00:00+00:00,80.80000305175781,82.69999694824219,76.30000305175781,80.5,5973410
2021-03-08T05:00:00+00:00,85.30000305175781,94.80000305175781,83.0999984741211,92.9000015258789,11434380
2021-03-09T05:00:00+00:00,93.80000305175781,107.69999694824219,92.19999694824219,105.0,15041560
