date,open,high,low,close,volume,Dividends,Stock Splits,Capital Gains,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volume_sma,volume_ratio,daily_return,volatility
2019-01-02 00:00:00-05:00,144.85849879476368,149.42519614853518,144.75296516536886,148.5905303955078,58576700,0.0,0.0,0.0,,,148.5905303955078,148.5905303955078,,0.0,0.0,0.0,,,,,,,
2019-01-03 00:00:00-05:00,146.4031142608871,147.03630137594277,143.41940681332733,143.7360076904297,74820200,0.0,0.0,0.0,,,145.96099726359049,146.06991283710187,,-0.10891557351138204,-0.060508651950767794,-0.04840692156061424,,,,,,-0.032670471611863094,
2019-01-04 00:00:00-05:00,146.15367977554834,150.62444713380785,145.57805372922806,149.88571166992188,74709300,0.0,0.0,0.0,,,147.49281420278217,147.44089230931763,,0.051921893464538016,-0.014430559567445746,0.06635245303198375,,,,,,0.042784713992732204,
2019-01-07 00:00:00-05:00,150.2598747605147,152.40891674339727,149.77059042189381,151.67018127441406,52059300,0.0,0.0,0.0,,,148.81144573387056,148.62321668580884,,0.18822904806171437,0.054221069033218244,0.13400797902849612,,,,,,0.011905535121466082,
2019-01-08 00:00:00-05:00,153.06129154487581,153.60815164833892,150.8163192698334,153.0421142578125,49388700,0.0,0.0,0.0,,,149.96090325151505,149.64797725893666,,0.3129259925783856,0.13117993491409857,0.18174605766428703,,,,,,0.009045502364873004,
2019-01-09 00:00:00-05:00,153.63692817765806,154.96089290772903,152.99413773833157,154.28932189941406,46491700,0.0,0.0,0.0,,,151.0129367002134,150.57760157238744,,0.4353351278259652,0.21362290289480662,0.22171222493115855,,,,,,0.008149440744790848,
2019-01-10 00:00:00-05:00,153.11889634641187,154.81700883985957,152.2554351729345,154.7306671142578,38943400,0.0,0.0,0.0,,,151.84253523476124,151.31620275008802,,0.5263324846732189,0.2927613557104023,0.23357112896281662,,,,,,0.0028605039506977015,
2019-01-11 00:00:00-05:00,153.8192303147241,154.32770660342953,153.30115074262517,154.16461181640625,30176600,0.0,0.0,0.0,,,152.32711682693773,151.77515202947964,,0.5519647974580835,0.3550528170841725,0.19691198037391094,,,,,,-0.00365832648697606,
2019-01-14 00:00:00-05:00,152.85988354827037,153.46430501262003,152.14992840981452,152.8023223876953,30710200,0.0,0.0,0.0,,,152.4211294008348,151.92740122597343,,0.49372817486136,0.38708751270270036,0.10664066215865964,,,,,,-0.00883658975078716,
2019-01-15 00:00:00-05:00,153.50265407824438,155.9970780626774,153.4163123487223,155.7860107421875,40874200,0.0,0.0,0.0,,,153.05877310727882,152.45985178456883,,0.5989213227099981,0.4345505830801301,0.16437073962986798,,,,,,0.01952645946651166,
2019-01-16 00:00:00-05:00,156.04505372269332,157.129171025259,155.69967212607142,155.7572479248047,33812200,0.0,0.0,0.0,,,153.5525289340626,152.887525108574,,0.6650038254885828,0.48497243572400406,0.18003138976457878,,,,,,-0.00018463029668569497,
2019-01-17 00:00:00-05:00,155.25832193407058,157.68558115995228,155.008885424235,156.9852294921875,39329000,0.0,0.0,0.0,,,154.1628518242233,153.3909926572176,,0.7718591670057151,0.5465836740383662,0.22527549296734894,,,,,,0.00788394494473632,
2019-01-18 00:00:00-05:00,158.0885287975912,159.2781795171412,157.16752116368033,158.53944396972656,57183200,0.0,0.0,0.0,,,154.9227944851557,153.99413279983352,,0.9286616853221688,0.6274446557779282,0.30121702954424057,,,,,,0.009900386696038765,
2019-01-22 00:00:00-05:00,157.39776636939783,157.4745194457166,154.23177150722327,155.36386108398438,56711700,0.0,0.0,0.0,,,154.9978940444701,154.14796958696016,62.66149288538519,0.8499244575099283,0.6739875962959461,0.17593686121398222,,,,,,-0.02003023857172459,
2019-01-23 00:00:00-05:00,156.1601249148869,156.87006510289825,153.80961917404923,155.56529235839844,38106100,0.0,0.0,0.0,,,155.09294297557324,154.3012891928996,62.940578956844924,0.7916537826736487,0.6983790308817334,0.09327475179191536,,,,,,0.0012965130565671945,
2019-01-24 00:00:00-05:00,156.07380518257557,156.80295210559896,155.4789871257115,156.57269287109375,32417800,0.0,0.0,0.0,,,155.33748331297727,154.53889667677453,77.78254801630365,0.7985866362027423,0.7190010090277735,0.07958562717496875,,,,,,0.006475740812252662,
2019-01-25 00:00:00-05:00,157.82950194352867,158.9232077479907,157.29224500648118,158.44351196289062,36515900,0.0,0.0,0.0,,,155.84498753550778,154.9352492268098,72.73207760077042,0.909738308697996,0.7580272620547682,0.15171104664322776,,,,,,0.011948565599092742,
2019-01-28 00:00:00-05:00,156.4000474159257,156.49597780757418,155.18161579265484,156.48638916015625,33491200,0.0,0.0,0.0,,,155.9487971694473,155.0884991174855,62.67701064574094,0.8602980519617915,0.7788566489117222,0.0814414030500693,,,,,,-0.012352180146024239,
2019-01-29 00:00:00-05:00,156.57272493214572,156.61110879866612,154.45247744030246,155.00892639160156,30784200,0.0,0.0,0.0,,,155.7978884338107,155.08082715530156,55.14835516409216,0.717061278509135,0.766316857389844,-0.04925557888070897,,,,,,-0.00944147779550708,
2019-01-30 00:00:00-05:00,156.76453899070398,159.52759073249965,156.2752546777402,158.9519500732422,41346500,0.0,0.0,0.0,154.31860122680663,,156.30093588493995,155.445903469948,60.695484774238714,0.855032414991939,0.7842669190310142,0.07076549596092485,154.31860122680663,161.66170286055763,146.97549959305564,44822405.0,0.9224516176675481,0.02543739753205765,
2019-01-31 00:00:00-05:00,159.9305654910863,162.12758029776614,159.70990953764152,161.33128356933594,37258400,0.0,0.0,0.0,154.95563888549805,,157.098731667143,155.98993193228299,63.9047179442343,1.108799734860014,0.8497777126185011,0.25902202224151294,154.95563888549805,162.41607489976494,147.49520287123116,43756490.0,0.851494258337449,0.014968885219699413,0.016492612403138828
2019-02-01 00:00:00-05:00,160.5349631668599,161.75339433204402,160.2087736074093,160.65008544921875,32143700,0.0,0.0,0.0,155.8013427734375,,157.65930119401153,156.41293608796687,63.59620333014727,1.2463651060446637,0.9296848015514221,0.3166803044932416,155.8013427734375,161.54349159965065,150.05919394722437,41622665.0,0.7722643420357634,-0.004222356043082187,0.014209497045672707
2019-02-04 00:00:00-05:00,160.67887450019194,162.6456298828125,160.53497163964843,162.6456298828125,26718800,0.0,0.0,0.0,156.43933868408203,,158.44324059822355,156.96938965773714,70.1018662495209,1.4738509404864146,1.0391642821254516,0.434686658360963,156.43933868408203,162.24907817401123,150.62959919415283,39223140.0,0.6811999243303826,0.012421682988924099,0.011375063526868578
2019-02-05 00:00:00-05:00,162.86627042374232,164.2765768803947,162.79912064155187,164.08470153808594,28156400,0.0,0.0,0.0,157.06006469726563,,159.32719807204202,157.5951283786344,68.08864604972837,1.7320696934076238,1.1784029001648364,0.5536667932427874,157.06006469726563,163.35672699726885,150.7634023972624,38027995.0,0.7404124251094489,0.008847896228815433,0.011285605071452182
2019-02-06 00:00:00-05:00,164.12311198179228,164.41091772231152,162.85670816689708,163.59544372558594,27970000,0.0,0.0,0.0,157.5877311706543,,159.99409100140994,158.11559339310588,66.74867917047601,1.878497608304059,1.3189528243937598,0.5595447839102992,157.5877311706543,164.2261584850188,150.94930385628982,36957060.0,0.7568242711947325,-0.002981739357257762,0.011323083696714819
2019-02-07 00:00:00-05:00,162.16595367326354,162.56889637041738,160.17041747843967,161.3984375,42036200,0.0,0.0,0.0,157.94318695068358,,160.21298826563822,158.39678457432123,59.05516051225665,1.8162036913169857,1.4187044786543672,0.39749921266261845,157.94318695068358,164.59927098221385,151.2871029191533,36734285.0,1.1443315148232776,-0.013429507421191866,0.011862027348471624
2019-02-08 00:00:00-05:00,159.9881343452919,161.74382269047777,159.80586224228344,161.7150421142578,29020700,0.0,0.0,0.0,158.2924057006836,,160.44664212317966,158.67775525464864,56.86441885501984,1.7688868685310126,1.488910704868833,0.2799761636621796,158.2924057006836,164.97165782528216,151.613153576085,36238150.0,0.8008328239714224,0.001961633700808374,0.01186158067761811
2019-02-11 00:00:00-05:00,162.30025899463217,162.6936130247164,161.1585807624695,161.5615234375,21434100,0.0,0.0,0.0,158.6622512817383,,160.61977280547387,158.91937472436234,65.41032742724893,1.7003980811115298,1.5312901538936075,0.16910792721792234,158.6622512817383,165.19672143435545,152.12778112912113,35801025.0,0.5987007355236338,-0.0009493159989987232,0.0118055764157203
