date,open,high,low,close,volume
2020-12-01T05:00:00+00:00,2.200000047683716,2.799999952316284,2.200000047683716,2.799999952316284,123800
2020-12-02T05:00:00+00:00,2.509999990463257,2.619999885559082,2.309999942779541,2.559999942779541,15000
2020-12-03T05:00:00+00:00,2.680000066757202,2.740000009536743,2.5799999237060547,2.700000047683716,9800
2020-12-04T05:00:00+00:00,2.609999895095825,2.7799999713897705,2.5,2.5399999618530273,15300
2020-12-07T05:00:00+00:00,2.5299999713897705,2.690000057220459,2.5299999713897705,2.569999933242798,3400
2020-12-08T05:00:00+00:00,2.450000047683716,2.569999933242798,2.450000047683716,2.509999990463257,3200
2020-12-09T05:00:00+00:00,2.5,2.5299999713897705,2.309999942779541,2.5,10100
2020-12-10T05:00:00+00:00,2.4100000858306885,2.619999885559082,2.380000114440918,2.380000114440918,4300
2020-12-11T05:00:00+00:00,2.380000114440918,2.380000114440918,2.380000114440918,2.380000114440918,600
2020-12-14T05:00:00+00:00,2.549999952316284,2.609999895095825,2.380000114440918,2.450000047683716,3100
2020-12-15T05:00:00+00:00,2.5,2.5,2.5,2.5,700
2020-12-16T05:00:00+00:00,2.490000009536743,2.5899999141693115,2.4800000190734863,2.549999952316284,3300
2020-12-17T05:00:00+00:00,2.569999933242798,2.5799999237060547,2.5199999809265137,2.549999952316284,2100
2020-12-18T05:00:00+00:00,2.5899999141693115,2.5899999141693115,2.380000114440918,2.380000114440918,7200
2020-12-21T05:00:00+00:00,2.549999952316284,2.549999952316284,2.4700000286102295,2.4700000286102295,15400
2020-12-22T05:00:00+00:00,2.4700000286102295,2.5,2.359999895095825,2.440000057220459,4500
2020-12-23T05:00:00+00:00,2.369999885559082,2.4200000762939453,2.309999942779541,2.3399999141693115,8500
2020-12-24T05:00:00+00:00,2.319999933242798,2.4000000953674316,2.319999933242798,2.3399999141693115,4900
2020-12-28T05:00:00+00:00,2.3299999237060547,2.7300000190734863,2.3299999237060547,2.4000000953674316,793400
2020-12-29T05:00:00+00:00,3.880000114440918,5.099999904632568,3.119999885559082,3.440000057220459,15319000
2020-12-30T05:00:00+00:00,3.1600000858306885,3.890000104904175,3.109999895095825,3.700000047683716,1002200
